5408, 12300, 5408, 97763, 5408, 5408, 1, 1, bread, onion, bread, grape_juice, bread 
53070, 42488, 17059, 5408, 5408, 5408, 2, 2, potato_chips, orange_juice, jelly, bread, bread 
6050, 2304, 18450, 97763, 2304, 2304, 0, 0, corn, orange, cereal, grape_juice, orange 
30880, 30880, 5408, 42488, 30880, 30880, 0, 0, crackers, crackers, bread, orange_juice, crackers 
17059, 97763, 17059, 18450, 17059, 17059, 1, 1, jelly, grape_juice, jelly, cereal, jelly 
12300, 14073, 42488, 2304, 2304, 2304, 2, 2, onion, coke, orange_juice, orange, orange 
30880, 2087, 18450, 53070, 18450, 18450, 1, 1, crackers, apple, cereal, potato_chips, cereal 
6050, 2087, 30880, 97763, 30880, 2087, 1, 0, corn, apple, crackers, grape_juice, crackers 
97763, 18450, 2304, 2087, 2087, 2087, 2, 2, grape_juice, cereal, orange, apple, apple 
6050, 30880, 53070, 2087, 30880, 2087, 0, 2, corn, crackers, potato_chips, apple, crackers 
97763, 97763, 2304, 5408, 97763, 97763, 0, 0, grape_juice, grape_juice, orange, bread, grape_juice 
12300, 2304, 2087, 42488, 2087, 2304, 1, 0, onion, orange, apple, orange_juice, apple 
42488, 42488, 53070, 2304, 42488, 42488, 0, 0, orange_juice, orange_juice, potato_chips, orange, orange_juice 
18450, 18450, 30880, 5408, 18450, 18450, 0, 0, cereal, cereal, crackers, bread, cereal 
14073, 17059, 53070, 14073, 14073, 14073, 2, 2, coke, jelly, potato_chips, coke, coke 
30880, 2087, 18450, 17059, 17059, 18450, 2, 1, crackers, apple, cereal, jelly, jelly 
17059, 18450, 5408, 12300, 18450, 18450, 0, 0, jelly, cereal, bread, onion, cereal 
18450, 18450, 30880, 12300, 18450, 18450, 0, 0, cereal, cereal, crackers, onion, cereal 
2304, 2304, 2087, 42488, 2304, 2304, 0, 0, orange, orange, apple, orange_juice, orange 
17059, 6050, 2304, 17059, 17059, 17059, 2, 2, jelly, corn, orange, jelly, jelly 
2304, 14073, 2087, 2304, 2304, 2304, 2, 2, orange, coke, apple, orange, orange 
42488, 6050, 30880, 53070, 6050, 6050, 0, 0, orange_juice, corn, crackers, potato_chips, corn 
14073, 2087, 6050, 5408, 6050, 6050, 1, 1, coke, apple, corn, bread, corn 
17059, 6050, 14073, 53070, 53070, 6050, 2, 0, jelly, corn, coke, potato_chips, potato_chips 
6050, 2087, 17059, 14073, 2087, 2087, 0, 0, corn, apple, jelly, coke, apple 
53070, 30880, 6050, 14073, 30880, 6050, 0, 1, potato_chips, crackers, corn, coke, crackers 
12300, 97763, 53070, 6050, 6050, 6050, 2, 2, onion, grape_juice, potato_chips, corn, corn 
12300, 2304, 53070, 2087, 2087, 2304, 2, 0, onion, orange, potato_chips, apple, apple 
12300, 12300, 2304, 14073, 12300, 12300, 0, 0, onion, onion, orange, coke, onion 
12300, 17059, 2087, 12300, 12300, 12300, 2, 2, onion, jelly, apple, onion, onion 
97763, 30880, 2304, 17059, 17059, 2304, 2, 1, grape_juice, crackers, orange, jelly, jelly 
5408, 42488, 6050, 53070, 6050, 6050, 1, 1, bread, orange_juice, corn, potato_chips, corn 
14073, 17059, 12300, 18450, 17059, 18450, 0, 2, coke, jelly, onion, cereal, jelly 
12300, 97763, 2087, 42488, 2087, 2087, 1, 1, onion, grape_juice, apple, orange_juice, apple 
30880, 53070, 97763, 17059, 53070, 17059, 0, 2, crackers, potato_chips, grape_juice, jelly, potato_chips 
30880, 97763, 14073, 12300, 97763, 14073, 0, 1, crackers, grape_juice, coke, onion, grape_juice 
14073, 97763, 2304, 2087, 97763, 2304, 0, 1, coke, grape_juice, orange, apple, grape_juice 
14073, 5408, 2087, 30880, 30880, 2087, 2, 1, coke, bread, apple, crackers, crackers 
2087, 53070, 97763, 17059, 97763, 17059, 1, 2, apple, potato_chips, grape_juice, jelly, grape_juice 
53070, 6050, 14073, 53070, 53070, 53070, 2, 2, potato_chips, corn, coke, potato_chips, potato_chips 
30880, 6050, 14073, 53070, 53070, 6050, 2, 0, crackers, corn, coke, potato_chips, potato_chips 
14073, 42488, 6050, 17059, 42488, 6050, 0, 1, coke, orange_juice, corn, jelly, orange_juice 
42488, 6050, 30880, 2304, 2304, 6050, 2, 0, orange_juice, corn, crackers, orange, orange 
17059, 97763, 17059, 12300, 17059, 17059, 1, 1, jelly, grape_juice, jelly, onion, jelly 
6050, 42488, 53070, 5408, 5408, 5408, 2, 2, corn, orange_juice, potato_chips, bread, bread 
6050, 6050, 2087, 17059, 6050, 6050, 0, 0, corn, corn, apple, jelly, corn 
2304, 42488, 53070, 14073, 42488, 14073, 0, 2, orange, orange_juice, potato_chips, coke, orange_juice 
5408, 6050, 97763, 5408, 5408, 5408, 2, 2, bread, corn, grape_juice, bread, bread 
2304, 53070, 6050, 12300, 12300, 6050, 2, 1, orange, potato_chips, corn, onion, onion 
30880, 5408, 18450, 97763, 97763, 18450, 2, 1, crackers, bread, cereal, grape_juice, grape_juice 
30880, 53070, 18450, 5408, 5408, 18450, 2, 1, crackers, potato_chips, cereal, bread, bread 
14073, 2087, 5408, 53070, 53070, 2087, 2, 0, coke, apple, bread, potato_chips, potato_chips 
17059, 2087, 17059, 14073, 17059, 17059, 1, 1, jelly, apple, jelly, coke, jelly 
30880, 12300, 2304, 18450, 18450, 2304, 2, 1, crackers, onion, orange, cereal, cereal 
14073, 14073, 2087, 2304, 14073, 14073, 0, 0, coke, coke, apple, orange, coke 
18450, 97763, 14073, 12300, 12300, 14073, 2, 1, cereal, grape_juice, coke, onion, onion 
2304, 30880, 6050, 14073, 14073, 6050, 2, 1, orange, crackers, corn, coke, coke 
53070, 53070, 97763, 17059, 53070, 53070, 0, 0, potato_chips, potato_chips, grape_juice, jelly, potato_chips 
2304, 6050, 2087, 97763, 2087, 6050, 1, 0, orange, corn, apple, grape_juice, apple 
2087, 14073, 2087, 2304, 2087, 2087, 1, 1, apple, coke, apple, orange, apple 
2304, 42488, 53070, 17059, 42488, 17059, 0, 2, orange, orange_juice, potato_chips, jelly, orange_juice 
5408, 30880, 53070, 2087, 30880, 2087, 0, 2, bread, crackers, potato_chips, apple, crackers 
97763, 53070, 97763, 12300, 97763, 97763, 1, 1, grape_juice, potato_chips, grape_juice, onion, grape_juice 
6050, 12300, 42488, 6050, 6050, 6050, 2, 2, corn, onion, orange_juice, corn, corn 
53070, 97763, 42488, 6050, 6050, 6050, 2, 2, potato_chips, grape_juice, orange_juice, corn, corn 
6050, 42488, 53070, 2304, 2304, 2304, 2, 2, corn, orange_juice, potato_chips, orange, orange 
53070, 18450, 42488, 17059, 18450, 18450, 0, 0, potato_chips, cereal, orange_juice, jelly, cereal 
5408, 53070, 18450, 5408, 5408, 5408, 2, 2, bread, potato_chips, cereal, bread, bread 
53070, 30880, 5408, 42488, 42488, 5408, 2, 1, potato_chips, crackers, bread, orange_juice, orange_juice 
42488, 2304, 2087, 12300, 2304, 2304, 0, 0, orange_juice, orange, apple, onion, orange 
17059, 97763, 5408, 30880, 97763, 5408, 0, 1, jelly, grape_juice, bread, crackers, grape_juice 
2304, 42488, 97763, 30880, 42488, 30880, 0, 2, orange, orange_juice, grape_juice, crackers, orange_juice 
6050, 2087, 30880, 14073, 2087, 2087, 0, 0, corn, apple, crackers, coke, apple 
18450, 30880, 2304, 17059, 30880, 2304, 0, 1, cereal, crackers, orange, jelly, crackers 
97763, 2087, 6050, 53070, 2087, 2087, 0, 0, grape_juice, apple, corn, potato_chips, apple 
5408, 97763, 5408, 30880, 5408, 5408, 1, 1, bread, grape_juice, bread, crackers, bread 
53070, 97763, 18450, 53070, 53070, 53070, 2, 2, potato_chips, grape_juice, cereal, potato_chips, potato_chips 
2087, 6050, 14073, 53070, 53070, 6050, 2, 0, apple, corn, coke, potato_chips, potato_chips 
2304, 42488, 14073, 17059, 42488, 14073, 0, 1, orange, orange_juice, coke, jelly, orange_juice 
2304, 17059, 2304, 12300, 2304, 2304, 1, 1, orange, jelly, orange, onion, orange 
12300, 17059, 6050, 18450, 6050, 6050, 1, 1, onion, jelly, corn, cereal, corn 
2087, 97763, 2087, 42488, 2087, 2087, 1, 1, apple, grape_juice, apple, orange_juice, apple 
12300, 2087, 97763, 12300, 12300, 12300, 2, 2, onion, apple, grape_juice, onion, onion 
97763, 18450, 2304, 2087, 2304, 2087, 1, 2, grape_juice, cereal, orange, apple, orange 
14073, 6050, 14073, 53070, 14073, 14073, 1, 1, coke, corn, coke, potato_chips, coke 
42488, 30880, 2087, 6050, 2087, 6050, 1, 2, orange_juice, crackers, apple, corn, apple 
42488, 5408, 12300, 53070, 53070, 5408, 2, 0, orange_juice, bread, onion, potato_chips, potato_chips 
30880, 42488, 53070, 17059, 53070, 17059, 1, 2, crackers, orange_juice, potato_chips, jelly, potato_chips 
2304, 18450, 30880, 6050, 6050, 6050, 2, 2, orange, cereal, crackers, corn, corn 
2087, 14073, 97763, 18450, 97763, 18450, 1, 2, apple, coke, grape_juice, cereal, grape_juice 
42488, 18450, 12300, 53070, 18450, 18450, 0, 0, orange_juice, cereal, onion, potato_chips, cereal 
2304, 53070, 17059, 5408, 5408, 5408, 2, 2, orange, potato_chips, jelly, bread, bread 
5408, 30880, 6050, 17059, 17059, 6050, 2, 1, bread, crackers, corn, jelly, jelly 
6050, 42488, 12300, 2304, 2304, 2304, 2, 2, corn, orange_juice, onion, orange, orange 
53070, 42488, 14073, 12300, 42488, 14073, 0, 1, potato_chips, orange_juice, coke, onion, orange_juice 
97763, 53070, 17059, 5408, 17059, 5408, 1, 2, grape_juice, potato_chips, jelly, bread, jelly 
18450, 14073, 18450, 12300, 18450, 18450, 1, 1, cereal, coke, cereal, onion, cereal 
17059, 17059, 6050, 18450, 17059, 17059, 0, 0, jelly, jelly, corn, cereal, jelly 
12300, 30880, 14073, 53070, 30880, 14073, 0, 1, onion, crackers, coke, potato_chips, crackers 
17059, 30880, 53070, 5408, 5408, 5408, 2, 2, jelly, crackers, potato_chips, bread, bread 
97763, 30880, 2087, 6050, 6050, 2087, 2, 1, grape_juice, crackers, apple, corn, corn 
12300, 30880, 2304, 17059, 17059, 2304, 2, 1, onion, crackers, orange, jelly, jelly 
5408, 30880, 53070, 2087, 53070, 2087, 1, 2, bread, crackers, potato_chips, apple, potato_chips 
17059, 14073, 6050, 2304, 6050, 2304, 1, 2, jelly, coke, corn, orange, corn 
14073, 12300, 6050, 18450, 12300, 6050, 0, 1, coke, onion, corn, cereal, onion 
97763, 17059, 18450, 2304, 18450, 2304, 1, 2, grape_juice, jelly, cereal, orange, cereal 
18450, 6050, 30880, 2304, 30880, 6050, 1, 0, cereal, corn, crackers, orange, crackers 
2087, 17059, 18450, 2304, 2304, 2304, 2, 2, apple, jelly, cereal, orange, orange 
97763, 2304, 5408, 12300, 2304, 5408, 0, 1, grape_juice, orange, bread, onion, orange 
42488, 97763, 42488, 6050, 42488, 42488, 1, 1, orange_juice, grape_juice, orange_juice, corn, orange_juice 
30880, 18450, 5408, 12300, 5408, 18450, 1, 0, crackers, cereal, bread, onion, bread 
18450, 5408, 18450, 97763, 18450, 18450, 1, 1, cereal, bread, cereal, grape_juice, cereal 
2304, 97763, 14073, 2304, 2304, 2304, 2, 2, orange, grape_juice, coke, orange, orange 
2304, 14073, 12300, 5408, 12300, 5408, 1, 2, orange, coke, onion, bread, onion 
2304, 2304, 53070, 2087, 2304, 2304, 0, 0, orange, orange, potato_chips, apple, orange 
17059, 17059, 2304, 53070, 17059, 17059, 0, 0, jelly, jelly, orange, potato_chips, jelly 
17059, 6050, 14073, 53070, 14073, 6050, 1, 0, jelly, corn, coke, potato_chips, coke 
42488, 2087, 12300, 6050, 2087, 6050, 0, 2, orange_juice, apple, onion, corn, apple 
53070, 30880, 2304, 17059, 30880, 2304, 0, 1, potato_chips, crackers, orange, jelly, crackers 
18450, 97763, 17059, 18450, 18450, 18450, 2, 2, cereal, grape_juice, jelly, cereal, cereal 
6050, 14073, 53070, 2304, 2304, 2304, 2, 2, corn, coke, potato_chips, orange, orange 
6050, 42488, 17059, 5408, 5408, 5408, 2, 2, corn, orange_juice, jelly, bread, bread 
5408, 17059, 6050, 18450, 18450, 6050, 2, 1, bread, jelly, corn, cereal, cereal 
2304, 97763, 42488, 53070, 42488, 42488, 1, 1, orange, grape_juice, orange_juice, potato_chips, orange_juice 
97763, 18450, 97763, 30880, 97763, 97763, 1, 1, grape_juice, cereal, grape_juice, crackers, grape_juice 
12300, 97763, 2087, 18450, 2087, 2087, 1, 1, onion, grape_juice, apple, cereal, apple 
6050, 17059, 12300, 18450, 12300, 12300, 1, 1, corn, jelly, onion, cereal, onion 
30880, 53070, 17059, 5408, 53070, 5408, 0, 2, crackers, potato_chips, jelly, bread, potato_chips 
2087, 17059, 6050, 18450, 17059, 6050, 0, 1, apple, jelly, corn, cereal, jelly 
18450, 97763, 18450, 6050, 18450, 18450, 1, 1, cereal, grape_juice, cereal, corn, cereal 
97763, 12300, 5408, 97763, 97763, 97763, 2, 2, grape_juice, onion, bread, grape_juice, grape_juice 
42488, 42488, 53070, 5408, 42488, 42488, 0, 0, orange_juice, orange_juice, potato_chips, bread, orange_juice 
6050, 97763, 18450, 42488, 18450, 18450, 1, 1, corn, grape_juice, cereal, orange_juice, cereal 
42488, 17059, 5408, 18450, 17059, 5408, 0, 1, orange_juice, jelly, bread, cereal, jelly 
97763, 2087, 53070, 14073, 14073, 2087, 2, 0, grape_juice, apple, potato_chips, coke, coke 
53070, 2087, 18450, 17059, 18450, 2087, 1, 0, potato_chips, apple, cereal, jelly, cereal 
53070, 12300, 5408, 6050, 6050, 6050, 2, 2, potato_chips, onion, bread, corn, corn 
97763, 30880, 12300, 14073, 14073, 14073, 2, 2, grape_juice, crackers, onion, coke, coke 
2087, 97763, 17059, 12300, 12300, 12300, 2, 2, apple, grape_juice, jelly, onion, onion 
2304, 12300, 5408, 6050, 6050, 6050, 2, 2, orange, onion, bread, corn, corn 
97763, 18450, 12300, 97763, 97763, 97763, 2, 2, grape_juice, cereal, onion, grape_juice, grape_juice 
97763, 14073, 97763, 18450, 97763, 97763, 1, 1, grape_juice, coke, grape_juice, cereal, grape_juice 
2087, 14073, 30880, 18450, 30880, 18450, 1, 2, apple, coke, crackers, cereal, crackers 
2304, 30880, 12300, 42488, 12300, 12300, 1, 1, orange, crackers, onion, orange_juice, onion 
12300, 2087, 6050, 5408, 5408, 5408, 2, 2, onion, apple, corn, bread, bread 
14073, 5408, 2304, 17059, 17059, 2304, 2, 1, coke, bread, orange, jelly, jelly 
17059, 2087, 42488, 14073, 2087, 2087, 0, 0, jelly, apple, orange_juice, coke, apple 
30880, 12300, 2087, 14073, 2087, 2087, 1, 1, crackers, onion, apple, coke, apple 
18450, 6050, 5408, 2304, 5408, 6050, 1, 0, cereal, corn, bread, orange, bread 
53070, 2304, 2087, 42488, 42488, 2304, 2, 0, potato_chips, orange, apple, orange_juice, orange_juice 
2087, 14073, 97763, 30880, 97763, 14073, 1, 0, apple, coke, grape_juice, crackers, grape_juice 
2087, 97763, 53070, 6050, 6050, 6050, 2, 2, apple, grape_juice, potato_chips, corn, corn 
97763, 2087, 42488, 18450, 42488, 2087, 1, 0, grape_juice, apple, orange_juice, cereal, orange_juice 
2087, 2304, 17059, 14073, 2304, 2304, 0, 0, apple, orange, jelly, coke, orange 
97763, 12300, 53070, 17059, 17059, 17059, 2, 2, grape_juice, onion, potato_chips, jelly, jelly 
53070, 5408, 2087, 30880, 5408, 2087, 0, 1, potato_chips, bread, apple, crackers, bread 
12300, 12300, 14073, 17059, 12300, 12300, 0, 0, onion, onion, coke, jelly, onion 
2304, 6050, 53070, 2304, 2304, 2304, 2, 2, orange, corn, potato_chips, orange, orange 
14073, 14073, 6050, 2304, 14073, 14073, 0, 0, coke, coke, corn, orange, coke 
12300, 18450, 42488, 17059, 17059, 18450, 2, 0, onion, cereal, orange_juice, jelly, jelly 
17059, 2087, 17059, 2304, 17059, 17059, 1, 1, jelly, apple, jelly, orange, jelly 
12300, 14073, 18450, 12300, 12300, 12300, 2, 2, onion, coke, cereal, onion, onion 
18450, 2304, 18450, 97763, 18450, 18450, 1, 1, cereal, orange, cereal, grape_juice, cereal 
12300, 12300, 97763, 42488, 12300, 12300, 0, 0, onion, onion, grape_juice, orange_juice, onion 
12300, 5408, 18450, 97763, 5408, 5408, 0, 0, onion, bread, cereal, grape_juice, bread 
2087, 97763, 17059, 14073, 17059, 14073, 1, 2, apple, grape_juice, jelly, coke, jelly 
6050, 18450, 53070, 6050, 6050, 6050, 2, 2, corn, cereal, potato_chips, corn, corn 
42488, 42488, 53070, 2304, 42488, 42488, 0, 0, orange_juice, orange_juice, potato_chips, orange, orange_juice 
2304, 30880, 12300, 53070, 12300, 12300, 1, 1, orange, crackers, onion, potato_chips, onion 
53070, 53070, 97763, 12300, 53070, 53070, 0, 0, potato_chips, potato_chips, grape_juice, onion, potato_chips 
2304, 30880, 2304, 97763, 2304, 2304, 1, 1, orange, crackers, orange, grape_juice, orange 
6050, 30880, 97763, 53070, 53070, 30880, 2, 0, corn, crackers, grape_juice, potato_chips, potato_chips 
2304, 2304, 30880, 53070, 2304, 2304, 0, 0, orange, orange, crackers, potato_chips, orange 
30880, 18450, 14073, 5408, 18450, 18450, 0, 0, crackers, cereal, coke, bread, cereal 
2087, 97763, 18450, 42488, 97763, 18450, 0, 1, apple, grape_juice, cereal, orange_juice, grape_juice 
2304, 42488, 6050, 53070, 42488, 6050, 0, 1, orange, orange_juice, corn, potato_chips, orange_juice 
14073, 42488, 6050, 17059, 42488, 6050, 0, 1, coke, orange_juice, corn, jelly, orange_juice 
5408, 12300, 6050, 30880, 30880, 6050, 2, 1, bread, onion, corn, crackers, crackers 
17059, 2304, 18450, 97763, 18450, 2304, 1, 0, jelly, orange, cereal, grape_juice, cereal 
17059, 97763, 18450, 6050, 18450, 6050, 1, 2, jelly, grape_juice, cereal, corn, cereal 
17059, 42488, 12300, 5408, 5408, 5408, 2, 2, jelly, orange_juice, onion, bread, bread 
30880, 2087, 17059, 14073, 17059, 2087, 1, 0, crackers, apple, jelly, coke, jelly 
12300, 97763, 14073, 2304, 2304, 2304, 2, 2, onion, grape_juice, coke, orange, orange 
6050, 14073, 53070, 12300, 12300, 14073, 2, 0, corn, coke, potato_chips, onion, onion 
5408, 30880, 14073, 2304, 30880, 2304, 0, 2, bread, crackers, coke, orange, crackers 
12300, 5408, 17059, 12300, 12300, 12300, 2, 2, onion, bread, jelly, onion, onion 
42488, 2304, 17059, 14073, 14073, 2304, 2, 0, orange_juice, orange, jelly, coke, coke 
42488, 17059, 12300, 18450, 17059, 18450, 0, 2, orange_juice, jelly, onion, cereal, jelly 
14073, 12300, 97763, 30880, 97763, 12300, 1, 0, coke, onion, grape_juice, crackers, grape_juice 
5408, 30880, 2087, 6050, 30880, 6050, 0, 2, bread, crackers, apple, corn, crackers 
12300, 30880, 12300, 14073, 12300, 12300, 1, 1, onion, crackers, onion, coke, onion 
14073, 2304, 6050, 42488, 42488, 6050, 2, 1, coke, orange, corn, orange_juice, orange_juice 
30880, 12300, 97763, 30880, 30880, 30880, 2, 2, crackers, onion, grape_juice, crackers, crackers 
6050, 42488, 97763, 14073, 42488, 14073, 0, 2, corn, orange_juice, grape_juice, coke, orange_juice 
97763, 17059, 5408, 30880, 17059, 5408, 0, 1, grape_juice, jelly, bread, crackers, jelly 
53070, 12300, 97763, 2304, 97763, 2304, 1, 2, potato_chips, onion, grape_juice, orange, grape_juice 
2304, 97763, 5408, 14073, 97763, 5408, 0, 1, orange, grape_juice, bread, coke, grape_juice 
5408, 42488, 97763, 14073, 14073, 14073, 2, 2, bread, orange_juice, grape_juice, coke, coke 
42488, 12300, 2087, 53070, 53070, 2087, 2, 1, orange_juice, onion, apple, potato_chips, potato_chips 
6050, 18450, 42488, 17059, 18450, 18450, 0, 0, corn, cereal, orange_juice, jelly, cereal 
12300, 17059, 2087, 12300, 12300, 12300, 2, 2, onion, jelly, apple, onion, onion 
6050, 14073, 6050, 5408, 6050, 6050, 1, 1, corn, coke, corn, bread, corn 
18450, 42488, 18450, 14073, 18450, 18450, 1, 1, cereal, orange_juice, cereal, coke, cereal 
6050, 17059, 14073, 30880, 17059, 14073, 0, 1, corn, jelly, coke, crackers, jelly 
30880, 30880, 17059, 97763, 30880, 30880, 0, 0, crackers, crackers, jelly, grape_juice, crackers 
17059, 53070, 97763, 12300, 97763, 12300, 1, 2, jelly, potato_chips, grape_juice, onion, grape_juice 
6050, 53070, 18450, 5408, 53070, 5408, 0, 2, corn, potato_chips, cereal, bread, potato_chips 
18450, 42488, 6050, 53070, 53070, 6050, 2, 1, cereal, orange_juice, corn, potato_chips, potato_chips 
53070, 2087, 12300, 6050, 2087, 6050, 0, 2, potato_chips, apple, onion, corn, apple 
30880, 42488, 6050, 53070, 53070, 6050, 2, 1, crackers, orange_juice, corn, potato_chips, potato_chips 
18450, 30880, 2304, 17059, 30880, 2304, 0, 1, cereal, crackers, orange, jelly, crackers 
12300, 42488, 12300, 5408, 12300, 12300, 1, 1, onion, orange_juice, onion, bread, onion 
2304, 5408, 14073, 17059, 5408, 5408, 0, 0, orange, bread, coke, jelly, bread 
14073, 2304, 5408, 42488, 42488, 2304, 2, 0, coke, orange, bread, orange_juice, orange_juice 
14073, 6050, 30880, 97763, 97763, 6050, 2, 0, coke, corn, crackers, grape_juice, grape_juice 
42488, 12300, 2304, 18450, 18450, 2304, 2, 1, orange_juice, onion, orange, cereal, cereal 
12300, 17059, 18450, 2304, 2304, 2304, 2, 2, onion, jelly, cereal, orange, orange 
2087, 17059, 42488, 12300, 12300, 12300, 2, 2, apple, jelly, orange_juice, onion, onion 
6050, 2087, 42488, 30880, 2087, 2087, 0, 0, corn, apple, orange_juice, crackers, apple 
